id_cycle,Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,ambient_temperature,time
477,(845.6064974466959-25.630261143048603j),(305.4033468564351-1.8317942718664806j),(2.7310274124647482-0.24854588557430604j),(0.16649941903609722-0.12879232002848062j),(0.08279214802384494-0.0006354398868416448j),0.06351594916063175,0.08411816433198453,24.0,2008.0
479,(847.47265625-25.650909463564556j),(303.3535822232564-1.945869356393814j),(2.7541134881609963-0.24453425221620417j),(0.15904480753771835-0.12903492197796j),(0.08914858008918163-0.0012446511737010497j),0.06270549893166993,0.08838724457648713,24.0,2008.0
485,(836.9156277974447-25.599199374516804j),(313.83045705159503-2.198193281888962j),(2.629402539802527-0.24660609711937911j),(0.17024685155651306-0.12717078386984754j),(0.07638371180574928-0.000269246945318832j),0.056098763360757066,0.0751803131352498,24.0,2008.0
487,(840.1771659851074-25.50598951180776j),(310.84739383061725-2.1328980724016824j),(2.659103172615378-0.2432072336128048j),(0.16662479500466534-0.12783406836643194j),(0.08150325612928172-0.0005511909481395274j),0.05328638162255837,0.08156856568421471,24.0,2008.0
489,(836.833911895752-25.41599138577779j),(313.96589040756226-2.2033687929312387j),(2.629032792542905-0.24240862887170686j),(0.1699069090614039-0.12617751798462162j),(0.0774163371588772-0.0012377482074792262j),0.05438777538615832,0.07604192318654494,24.0,2008.0
491,(840.7896347045898-25.301348447799683j),(309.74131361643475-2.1625468532244363j),(2.673611563419706-0.2374000457462926j),(0.16635928373371167-0.12794590685036075j),(0.0826597504712914-0.001294694773843413j),0.05293147474045376,0.08275693411495888,24.0,2008.0
493,(837.1840120951334-25.531374136606853j),(313.8266917864482-1.9662741124629974j),(2.6305880905358703-0.2463537777825012j),(0.16895361377985307-0.126613780174738j),(0.07606636917128039-0.000979375043195496j),0.05447647662260837,0.07673140547029404,24.0,2008.0
495,(840.9044380187988-25.493247350056965j),(309.5693465868632-1.9927432239055634j),(2.6755469328022783-0.24325559237756414j),(0.16592598650285556-0.12717607680994972j),(0.08288634630223693-0.0011261988701828259j),0.05588929297745871,0.08226321054006082,24.0,2008.0
497,(837.3146820068359-26.011250774065655j),(313.24328804016113-1.7646130720774333j),(2.6329481373010646-0.25183462769251747j),(0.1689549252974691-0.12672836850951222j),(0.07886469571366897-0.0012612111286193267j),0.05599607903184257,0.07651440849093617,24.0,2008.0
499,(840.8523406982422-25.62865161895752j),(309.74341440200806-1.7244890630245209j),(2.671289268505473-0.24563919231517795j),(0.16585412366000887-0.1284385078492869j),(0.08270004670524048-0.0014201447516555157j),0.05841778368115902,0.08029809490533976,24.0,2008.0
501,(837.1233431498209-24.810694177945454j),(313.6621214548747-2.6050599018732705j),(2.6294644726550125-0.23999309903428434j),(0.16914071916745607-0.1261045917275621j),(0.07777653374107833-0.0009269320310127431j),0.05227996581811926,0.07486615123258515,24.0,2008.0
503,(841.0879453023275-25.326626578966778j),(309.52048858006793-2.006777048110962j),(2.676589988920668-0.24046656163994476j),(0.16902142699866218-0.12785705823147925j),(0.08298494770149892-0.0012867508781955765j),0.056411433170262516,0.0819223123309917,24.0,2008.0
505,(837.3574345906576-25.684616088867188j),(313.7577910423279-1.6880967617034912j),(2.6278040531931186-0.24751866678027076j),(0.17013354892432356-0.12765860910189084j),(0.07727465589382586+0.00018625987616196363j),0.05350804531294865,0.07610419438082021,24.0,2008.0
507,(841.0467732747396-24.79977862040202j),(309.5208800633748-2.5435501436392465j),(2.6793587526878024-0.23745398036922327j),(0.16490221537838998-0.12926663695629156j),(0.08045639195084188-0.00040993082249664753j),0.05568015964086862,0.08177399086572994,24.0,2008.0
509,(837.576966603597-25.437013864517212j),(313.2660255432129-2.2601150969664254j),(2.6358083125805822-0.2470503871453417j),(0.17022410095741333-0.12615723710834953j),(0.0775555038132305-0.001137892348512758j),0.05389280618399376,0.07778309560578801,24.0,2008.0
511,(841.8770764668783-25.274949232737224j),(309.01381572087604-2.485573649406433j),(2.6786621260732377-0.23703236263245753j),(0.16482307829798798-0.127368046679366j),(0.08296275676993023-0.0010900940676096447j),0.056210257603528525,0.08328067168438782,24.0,2008.0
513,(837.6982269287109-25.33797303835551j),(313.00801436106366-2.2755761047204337j),(2.636771672521385-0.2459468255437001j),(0.16985819769260602-0.12693594197764976j),(0.07702310161299376-0.000747419200510564j),0.05500261254176023,0.0770552542641119,24.0,2008.0
515,(841.419558207194-25.364389499028523j),(309.40944798787433-2.202469696601232j),(2.6774132247777804-0.24188073455773132j),(0.16764256111355866-0.12737617437137266j),(0.08537271361818638-0.0013351847902235553j),0.05579452141186236,0.0829501208969064,24.0,2008.0
517,(837.6503257751465-25.673333009084065j),(313.0188177426656-1.7585394581158955j),(2.638741229644151-0.2504062780655002j),(0.1701322519258189-0.12785653489026255j),(0.07813431718569827-0.0008967012377938439j),0.055477936916064945,0.07700167355105111,24.0,2008.0
519,(841.4659729003906-25.521026213963825j),(309.2022452354431-1.9296415150165558j),(2.6815965966232604-0.24498446085409706j),(0.16737438490169998-0.12762377671116648j),(0.08577324638564114-0.0014625325128112654j),0.057799714665998925,0.08190303229216056,24.0,2008.0
521,(837.6921234130859-25.70172619819641j),(313.2482126553853-1.9564079145590465j),(2.635944263028429-0.2458890917760466j),(0.1696557809627501-0.127396184570188j),(0.07778516449475692-0.0008948867531786679j),0.05513159816218068,0.07705565644815345,24.0,2008.0
523,(841.6279589335123-25.665870745976765j),(309.0413932800293-2.0136623481909433j),(2.677783868156594-0.24566205564593355j),(0.16540712747332353-0.1272016745264902j),(0.08240253067680044-0.0006178070948072305j),0.05577529472858128,0.08294674118422612,24.0,2008.0
525,(838.1309280395508-25.664295554161072j),(312.6850406328837-1.710106501976649j),(2.637480969151347-0.24863069076588426j),(0.16961055828673074-0.12676145570775166j),(0.07656143384521623-0.0006176381005226742j),0.05581143896033036,0.07655193817591452,24.0,2008.0
527,(842.1699358622233-25.29325024286906j),(309.0724007288615-2.425934116045634j),(2.679406958526996-0.23555325516117745j),(0.16607106411267403-0.12709727271211899j),(0.08366077881554486-0.00114728273046629j),0.056559391313402284,0.08237490117893426,24.0,2008.0
529,(838.2900047302246-25.484749635060627j),(312.5203423500061-1.8381715416908264j),(2.640578256688908-0.25046903438112766j),(0.1689627503458563-0.1260794028483732j),(0.07853638018074-0.001242227095679001j),0.05517339070760031,0.07730223904611441,24.0,2008.0
531,(841.8754730224609-25.23331658045451j),(308.49551153182983-2.3454949160416922j),(2.688617435467536-0.23643521659400624j),(0.16447371867690555-0.12737237300651477j),(0.08584996128674315-0.002398710908583912j),0.05334424687864744,0.08448562230827522,24.0,2008.0
533,(838.9850578308105-25.409795721371967j),(311.73954852422077-2.3787374993165336j),(2.6525523479427657-0.24319262775809078j),(0.16807810122987918-0.1268953242575947j),(0.08027203414329998-0.001717294392528686j),0.05620338276580351,0.07843574895859332,24.0,2008.0
535,(841.9575958251953-25.198847770690918j),(308.48840316136676-2.1732922295729318j),(2.6865784484417294-0.24210276982426016j),(0.16625759972129298-0.1266927221051677j),(0.08344640116649636-0.001396508130205841j),0.05626247897824919,0.0830662312193171,24.0,2008.0
537,(838.5426343282064-25.656303246815998j),(311.9164218902588-1.8465338945388794j),(2.6493460393231167-0.24788541267725497j),(0.16836464113694002-0.1270690925246578j),(0.0793525044894967-0.0011179423119140888j),0.054122848764169285,0.07853439066990606,24.0,2008.0
539,(842.1200764973959-25.00730586051941j),(308.5720570882161-2.3429236908753714j),(2.687464980390803-0.2363278991012724j),(0.16705351692649664-0.1283406724142551j),(0.08623704948340376-0.001408158220168272j),0.053394249987462915,0.08335635527903888,24.0,2008.0
541,(838.4336458841959-25.48144042491913j),(312.2314097086589-2.1446811854839325j),(2.6455066556090556-0.2455091830378262j),(0.16980584681253777-0.1270221249560641j),(0.08021162261998144-0.001491869108525391j),0.05545823824882687,0.07866069372174239,24.0,2008.0
543,(845.1015179951986-25.011083324750263j),(305.32805093129474-2.458597719669342j),(2.725153553862759-0.23679737506070153j),(0.1618217141290116-0.12719779065380968j),(0.08842547606335184-0.00198540773500885j),0.05854525235071128,0.08836885185980754,24.0,2008.0
545,(840.8483187357584-25.38961176077525j),(309.7811082204183-2.221249590317408j),(2.677612730581103-0.24185666442783957j),(0.16757744585962073-0.12703207564146943j),(0.08160840279106557-0.0018064123279494945j),0.057849417299627566,0.08078773867849699,24.0,2008.0
548,(841.4677912394205-25.03548340002696j),(309.4766386349996-2.183562159538269j),(2.6824820203174107-0.2419186316780264j),(0.16777799747116973-0.1274596838069044j),(0.07856271712192504-0.0006733658710014597j),0.05861499608457943,0.0815465143150512,24.0,2008.0
550,(844.8206164042155-25.238476792971294j),(305.69561831156415-2.3924666543801627j),(2.7221496174357243-0.23925551603487402j),(0.1619443777185415-0.12693394059075078j),(0.08704111664043397-0.0014088640893182667j),0.06142385686894261,0.08496390395839586,24.0,2008.0
552,(841.0715624491373-24.97857205073039j),(309.6174632708232-2.487908532222112j),(2.682594542200388-0.2386702675986565j),(0.16920571505464574-0.12639572168717791j),(0.08116420842887308-0.000906057960721169j),0.05514590684509454,0.08131922130895523,24.0,2008.0
554,(844.9337463378906-25.183533589045208j),(305.71738878885907-2.3268671929836273j),(2.7275618156484183-0.23853115076922896j),(0.1637699242089148-0.12839054590125606j),(0.08917407674648463-0.0009677827167194272j),0.05952338030179974,0.08720833121299236,24.0,2008.0
556,(842.3572616577148-25.37590463956197j),(308.6700603167216-2.076252967119217j),(2.6944142692747186-0.24043512204993753j),(0.1672394493375141-0.1288832288550372j),(0.08212967138100208-0.001633766585299507j),0.060395218506932496,0.08118649064632041,24.0,2008.0
558,(845.5155448913574-25.082207560539246j),(305.17397451400757-2.344891885916392j),(2.7293822202741644-0.23909796219852586j),(0.16139297316227988-0.12679397477040705j),(0.0891964119146225-0.0009564476663572816j),0.05926159085880675,0.08777868669454862,24.0,2008.0
560,(842.0649846394857-25.017816464106243j),(308.6733274459839-2.4273752172787986j),(2.693293890579185-0.23779793129156312j),(0.16742114831575064-0.1282614957685765j),(0.0846321989007456-0.0015106724283881904j),0.05837332151817875,0.08168688613354813,24.0,2008.0
562,(845.355281829834-25.162188688913982j),(305.0028324127197-2.1305992205937705j),(2.727790137836202-0.23908059827924402j),(0.16206299009868336-0.12581105406807866j),(0.08899171199395772-0.0017603193540958245j),0.05952378458944332,0.08843007755224046,24.0,2008.0
564,(841.7272059122721-25.387118617693584j),(308.93566942214966-2.2447039683659873j),(2.6897217655003605-0.23986342970086985j),(0.16674060887807904-0.1278509653535691j),(0.0848255607650618-0.001653141862201819j),0.058915317530095296,0.08242888973447615,24.0,2008.0
566,(845.1525370279948-25.199235479036968j),(305.4049072265625-2.4305212001005807j),(2.730326773051036-0.23427164067498554j),(0.1591906380426272-0.12659783585792783j),(0.08792715001903394-0.0017378029252306572j),0.05967664811705819,0.08584374973711091,24.0,2008.0
568,(841.5736618041992-25.609681884447735j),(309.020631313324-1.911136229832967j),(2.686202464585197-0.24580198359456215j),(0.16921498984651326-0.12666776440256683j),(0.08250779516971876-0.001508229629963207j),0.05679308055986898,0.08277241951062583,24.0,2008.0
570,(844.9941584269205-25.18779464562734j),(305.65675592422485-2.0512672464052835j),(2.7213536576426347-0.23935355812112077j),(0.16498911723962986-0.1294880310978256j),(0.09073462289936635-0.001615319923658489j),0.059759884630488834,0.08662483639594361,24.0,2008.0
572,(843.3899383544922-24.90539852778117j),(307.2199659347534-2.6798687875270844j),(2.710421688195249-0.23839976744284588j),(0.1643558533622583-0.1259015571571707j),(0.08469357339136956-0.001822118636435809j),0.06154880245646264,0.08166650115809095,24.0,2008.0
574,(845.1402320861816-25.199800690015156j),(305.49154472351074-2.224407513936361j),(2.726019239311986-0.23462561561519216j),(0.1624856633368271-0.12690894796592808j),(0.08731918315772769-0.0013500425350707614j),0.05950259165745283,0.08636882918668189,24.0,2008.0
576,(841.5974184672037-25.189250111579895j),(309.23913462956745-2.1954178512096405j),(2.682092543345531-0.23973633317094353j),(0.16960720868559123-0.12813656507531193j),(0.08219146806028245-0.0012124407748721206j),0.05815785715365463,0.08076638409033879,24.0,2008.0
578,(845.8472379048666-25.31923242410024j),(304.84860308965045-2.315798580646515j),(2.7358118059956165-0.23390107836391663j),(0.16141759488633906-0.12881348726705655j),(0.09121174702644357-0.0011479688898050288j),0.05955598055289399,0.08821831541627395,24.0,2008.0
580,(841.8982187906901-25.014259179433186j),(308.8185782432556-2.627379685640335j),(2.693242001923993-0.23727148352528835j),(0.1674013331382226-0.12686798729713752j),(0.08174856023507807-0.001165002547260106j),0.05998242374388254,0.08040837607181418,24.0,2008.0
582,(845.5171140034994-25.218507289886475j),(304.98878622055054-2.2754595975081124j),(2.734273439897811-0.23780500834680451j),(0.16048893292766286-0.12777577532589318j),(0.08866440803166974-0.0014771735554262543j),0.059491364791185296,0.08873029794077426,24.0,2008.0
584,(842.0803960164388-25.587544957796734j),(308.8159674008687-1.9683213531970978j),(2.6908232006184143-0.2402141812675521j),(0.16737325638103928-0.12735513940584645j),(0.08145593888887591-0.0017499226898068378j),0.06032121649663735,0.080340961111739,24.0,2008.0
586,(845.7052790323893-24.808611035346985j),(304.83246485392254-2.8137308756510415j),(2.735586363333045-0.22919249462622712j),(0.1615431347618996-0.12686889950886723j),(0.08766566005122951-0.0016342723668124884j),0.06052114924707915,0.08753623977970666,24.0,2008.0
588,(841.8956425984701-25.762245575586956j),(308.41105620066327-1.6188019514083862j),(2.6948926630230297-0.24855202975318225j),(0.1658354421066544-0.1268411429107868j),(0.08173320026787675-0.0012645768411359277j),0.05960681398165175,0.08219508357127864,24.0,2008.0
590,(845.896053314209-25.16787588596344j),(304.6813006401062-2.4007143477598825j),(2.738368441099269-0.2336954290378377j),(0.16062362343036088-0.1275790109047074j),(0.09072927043697392-0.0007517238285881192j),0.05982677899726283,0.08853801860235527,24.0,2008.0
592,(842.5894838968912-25.09682857990265j),(308.18214654922485-2.468777686357498j),(2.7003912953233-0.23971396467438336j),(0.16818698392950135-0.1259996739763734j),(0.08431222443660841-0.0018498629549057292j),0.06115467131526812,0.0812995137183745,24.0,2008.0
594,(845.7913297017416-25.09017531077067j),(304.88767592112225-2.270577222108841j),(2.7331922178548083-0.23165621232942604j),(0.15723606420475947-0.12613153621958345j),(0.08855084510656586-0.0008172285324950174j),0.057944393691446945,0.08890519876854223,24.0,2008.0
596,(842.0006904602051-25.35709051291148j),(308.71176195144653-2.0325446824232736j),(2.691371997891657-0.23787081593277415j),(0.16965333321645504-0.12842274643799614j),(0.08645636372063818-0.001340754964871428j),0.05499483450370441,0.08325251281361706,24.0,2008.0
598,(846.1730944315592-24.46851893266042j),(304.7278060913086-2.746930072704951j),(2.7390936305936435-0.23399341848355837j),(0.1591422232831155-0.12552856582473104j),(0.08937106084660838-0.0014469374725596016j),0.06175931225184275,0.0847212726764891,24.0,2008.0
600,(842.4319101969401-25.484295964241028j),(308.41676648457843-1.8320819834868114j),(2.69237083242089-0.24535069517840616j),(0.16545781339254284-0.12732231066526964j),(0.08248885813656089-0.0008656925451267015j),0.058456129317427746,0.08270193673891646,24.0,2008.0
602,(845.7554842631022-24.664506912231445j),(305.17309315999347-2.7506546874841056j),(2.7362429925157397-0.23062464122078116j),(0.1610723100355942-0.12632248865271403j),(0.09074770845365691-0.0012793805106578813j),0.05898908039586478,0.08573621892771217,24.0,2008.0
604,(842.3701807657877-25.369385361671448j),(308.43195994695026-2.23176172375679j),(2.6945188051679843-0.23870852016687927j),(0.17011354563790104-0.12697969192327424j),(0.08351369036856392-0.001682211396558177j),0.058800844193955905,0.08236983437565949,24.0,2008.0
606,(845.9252382914225-24.792821288108826j),(305.007639726003-2.3940736750761666j),(2.7318194744420303-0.23263000151343785j),(0.16289481978550963-0.12678318957419057j),(0.09097882090652724-0.0015934293227373084j),0.05763029720163585,0.08742389347930328,24.0,2008.0
608,(842.150260925293-25.13500988483429j),(308.30119641621906-2.350655655066172j),(2.69260179170545-0.23983574298407104j),(0.1679127730867492-0.12615268431074889j),(0.0825817142558912-0.0009155722101711122j),0.05898388938334406,0.08252211755101288,24.0,2008.0
610,(845.7540817260742-25.082423329353333j),(304.9575107892354-2.2985637386639914j),(2.734526344093693-0.238062250813836j),(0.15927478987261467-0.12501521885479272j),(0.08910421154282676-0.0017155197976722366j),0.057823749393303175,0.08975687046479841,24.0,2008.0
614,(833.8886553446451-25.296311179796856j),(316.9606517155965-2.4284510612487793j),(2.591605958803402-0.23876201536484765j),(0.1696805376998158-0.12604989557605306j),(0.07466993396470449-0.001346345190383052j),0.05003573195803179,0.07479234613687553,24.0,2008.0
40,(807.0705617268881-26.885629216829937j),(344.1686255137126-0.7875059545040131j),(2.2986090873844724-0.2977301467461635j),(0.003340930844086225-0.3359955219854591j),(0.07994738304328833-0.0008659307828382607j),0.06123359021000344,0.0785415394665875,24.0,2008.0
42,(796.4959398905436-25.509529153505962j),(326.09842173258465+1.1326366066932678j),(2.4046826207766347-0.2701971031175625j),(0.5022858662719889-1.3475676234626137j),(0.10233117265908058-0.004575257369873965j),0.06561684946388616,0.0886832084583472,24.0,2008.0
44,(806.183172861735-27.0421306292216j),(344.99887069066364-0.6028517186641693j),(2.290045434269857-0.2939264986753201j),(0.11346865221974727-0.2794541635871317j),(0.07713539390276401-0.0008479617952507979j),0.06062991544979002,0.07802409378290423,24.0,2008.0
46,(796.7206103006998-25.457612991333008j),(330.46272706985474+0.4359906315803528j),(2.3251876289253395-0.2885321177072124j),(-0.10927724668599424+0.5300957901068637j),(0.08684076480920194-0.0017574248486304925j),0.0626250732462495,0.08533725531470855,24.0,2008.0
48,(807.4247334798177-27.145246346791584j),(344.00291363398236-0.4580957889556885j),(2.297078780413903-0.29372059183554267j),(0.19333964653457172-0.005274304505698195j),(0.07983107826384495-0.0010455661154426586j),0.0608598716542857,0.07840240203025303,24.0,2008.0
50,(806.1736329396566-25.81664244333903j),(343.07187032699585-1.124120016892751j),(2.311964065328725-0.28723374408856867j),(0.6094418710394165-0.28932151378551046j),(0.08698465407600253-0.0020044568215524454j),0.062249571082343746,0.08440849663820382,24.0,2008.0
52,(806.8470052083334-26.681102911631267j),(344.9477963447571-0.9186810255050659j),(2.2966180875201827-0.2910753256023277j),(0.20937219172236124-0.04245169302819323j),(0.07846477639077289-0.0008259542384026222j),0.06006450818180178,0.07807093382204865,24.0,2008.0
54,(812.0792617797852-26.244916756947834j),(339.4570240974426-1.2835678458213806j),(2.3351524626205262-0.282412084713298j),(0.1002926678847015-0.11277185495747359j),(0.08636771207295164-0.0021703313727183034j),0.062201023860373954,0.08437084638397113,24.0,2008.0
56,(809.634952545166-26.595313628514607j),(341.9807505607605-0.902638832728068j),(2.307559152232205-0.27601853590495173j),(0.1232365060515027-0.1138080947022085j),(0.07904685871923949-0.0007557597404633238j),0.05913130853407464,0.07795570757873038,24.0,2008.0
58,(794.179759979248-25.72315748532613j),(333.0564794540405+0.6621553599834442j),(2.300778336192708-0.2937109932584694j),(-0.10482790732963289+0.5454004496387715j),(0.08261031578970127-0.0021122235565791203j),0.06207350175489953,0.0838418603746595,24.0,2008.0
60,(807.7466481526693-26.91416649023692j),(343.5073815981547-0.6593226194381714j),(2.301056510413601-0.2986795147416246j),(0.202731301723326-0.025987646747325403j),(0.0796011248392434-0.0008465926208333533j),0.06059698754511872,0.07938182566133384,24.0,2008.0
62,(793.7655563354492-25.313465038935345j),(333.25127506256104-0.05025352040926615j),(2.3019554829254547-0.29287576072442284j),(-0.08719572627561993+0.5610583684146215j),(0.08218344485486388-0.002195314796861064j),0.06200595535926761,0.08243346882486241,24.0,2008.0
64,(806.6152356465658-26.579774141311646j),(344.76649109522504-0.6804586549599966j),(2.2930663622207064-0.2908392960367697j),(-0.31485366985217966-0.252346435988033j),(0.08125810684606612-0.0011443674146026542j),0.0604355089729667,0.07949409294266127,24.0,2008.0
66,(795.5458908081055-25.528457681337994j),(331.9014701843262+0.5110438863436381j),(2.3125238533469936-0.2904425389190829j),(-0.10925037336607875+0.5379961605858692j),(0.08506476064863326-0.001889983495801624j),0.06251817310661875,0.08413790663872996,24.0,2008.0
68,(807.2043635050455-26.762961864471436j),(344.5343492825826-0.6937724053859711j),(2.297910068823472-0.2882748338381387j),(0.2114998958615902-0.06765262647652422j),(0.08045234664194832-0.0009519006441810657j),0.0598822703747387,0.07871218357298479,24.0,2008.0
70,(792.6950887044271-25.636053880055744j),(334.293159643809+0.5789536734422048j),(2.287998929327487-0.2960984885644392j),(-0.09232704510750583+0.5584388322605084j),(0.08272022646845892-0.001758800009645891j),0.060953270532872306,0.08269288603896705,24.0,2008.0
72,(807.9905967712402-26.477819720904034j),(343.5851929982503-0.7046525279680887j),(2.306574012433577-0.28782907529086726j),(0.20946836239882835-0.1219824153785356j),(0.08175009774396912-0.0005075833810675621j),0.06058721482266893,0.07989533922911993,24.0,2008.0
74,(794.5830663045248-25.465234716733296j),(332.5933918952942+0.12303922573725383j),(2.308706849892527-0.2943021653559219j),(-0.08594758071573268+0.5627168219520425j),(0.0809154023178191-0.0006958834239189545j),0.06236564071812447,0.08389054593182355,24.0,2008.0
76,(807.1782671610514-26.72748549779256j),(343.94751199086505-0.6554494301478068j),(2.302569351532496-0.29454281152079786j),(-0.4133483806370146-0.12272836715306053j),(0.08235914774748376-0.0006015527589640336j),0.06090836519034556,0.0797490751361702,24.0,2008.0
78,(794.5151977539062-25.308201948801678j),(332.7403675715129+0.06257800261179607j),(2.3071761326356586-0.29256653214425316j),(-0.09402968035233822+0.5564283933673051j),(0.08296528203450254-0.0015021365881894377j),0.0623876560738503,0.08427447476572263,24.0,2008.0
80,(811.0332679748535-26.198360443115234j),(340.3642873764038-1.3958404660224915j),(2.3275979819360426-0.2772425472291481j),(0.15787229947660972-0.12490054348566944j),(0.08075202036873841-0.0015705340526868167j),0.06036915247306914,0.08014506815871338,24.0,2008.0
82,(811.3253211975098-26.199410796165466j),(338.45339759190875-1.0151724914709728j),(2.346015144479255-0.2683081749184701j),(0.20331119388070107+0.008012448421833867j),(0.08259302784987087-0.0016811937322737767j),0.06209144685667864,0.08164302964777198,24.0,2008.0
86,(812.6360956827799-26.16683014233907j),(339.1717001597087-1.4770470162232716j),(2.340350730230602-0.2850941302245255j),(0.15013667288715962-0.12230344203173256j),(0.08346715456919569-0.0013987077620562453j),0.06356536156604609,0.08150834385680611,24.0,2008.0
88,(812.0536244710287-26.251230080922443j),(339.5926121075948-0.8703584472338358j),(2.3327317471334204-0.2861639444309167j),(0.14631240071904128-0.12521870556432507j),(0.08181131418166254-0.001156423412306339j),0.0623200318333744,0.08021169162372531,24.0,2008.0
90,(812.3799591064453-26.32666536172231j),(339.40543063481647-1.205394486586253j),(2.338787161414266-0.28191789030989184j),(0.14977727359503992-0.12300185289764544j),(0.08399895314782041-0.001946761935009821j),0.06294168193775251,0.08199172562670037,24.0,2008.0
92,(812.210750579834-26.574434598286945j),(339.46524445215863-1.22459481159846j),(2.3371127037250425-0.2802155375667455j),(0.14417971529090592-0.12374206919850901j),(0.08241677359244744-0.0007447944763733163j),0.06189122330035962,0.08120805787615462,24.0,2008.0
94,(812.1023763020834-26.071027596791584j),(339.3780150413513-1.7110052804152172j),(2.3372033592511796-0.28415451771088224j),(0.1489415395055836-0.12282763912425537j),(0.08351786926706835-0.0013484735383267018j),0.0628654066217946,0.08144682676052387,24.0,2008.0
96,(812.8311729431152-26.296881477038067j),(339.0904548962911-1.383527139822642j),(2.3425774794966046-0.2781812448228829j),(0.14915436358906828-0.12455562371892255j),(0.08205297012602465-0.0010111027433926327j),0.06171642129064927,0.08150165216580176,24.0,2008.0
98,(813.0972582499186-26.296531875928242j),(338.6816250483195-1.1334820985794067j),(2.3426415553330204-0.28515079926097936j),(0.1500094667445364-0.12307651499832684j),(0.08353474291415634-0.0019069220831709711j),0.06291524637705144,0.08277116642147596,24.0,2008.0
100,(812.5752105712891-26.553394556045532j),(338.9190452893575-1.0805639624595642j),(2.342899625151564-0.2846053944888704j),(0.14651530015728312-0.1246793296600724j),(0.08201974520598902-0.0008232690540488648j),0.06199878481176483,0.08138761044036787,24.0,2008.0
102,(813.2212651570638-26.54817561308543j),(338.7320481936137-1.113745003938675j),(2.3410577838530795-0.2832296024041254j),(0.15537044650979678-0.12313867550155992j),(0.08284339861828284-0.0015345418874579669j),0.06307762333013402,0.08287146905081498,24.0,2008.0
104,(813.2066853841146-26.796522895495098j),(338.48231808344525-0.8291188975175222j),(2.3442934575023657-0.28520739798849787j),(0.14962736966749507-0.12474541087893609j),(0.08071299287289234-0.0011129606426696138j),0.06250406054880163,0.08169124692338582,24.0,2008.0
106,(813.2402076721191-26.34674600760142j),(338.76705980300903-1.4550476372241974j),(2.3455806043685676-0.28187104157756837j),(0.15526636406675984-0.12418780546671448j),(0.08418999666114685-0.0006644284995279267j),0.0627995855607608,0.0818468337271938,24.0,2008.0
108,(812.6932614644369-27.055108904838562j),(338.94880024592084-0.8593560457229614j),(2.336222878211113-0.28751414978386874j),(0.14817009281588697-0.12470269697255709j),(0.08177085083622354-0.0007410184901208063j),0.06201388686472383,0.08131610081343171,24.0,2008.0
110,(813.2470614115397-26.24387542406718j),(338.47219705581665-1.4029928942521412j),(2.3433559210378974-0.28309375525714553j),(0.15292500964832906-0.1234377508746537j),(0.08308423516438176-0.0015475056762934624j),0.06308360062643197,0.08264257683503572,24.0,2008.0
112,(812.7516072591146-26.680909991264343j),(339.0388118426005-0.9693870345751444j),(2.3352027400216273-0.2831454764599189j),(0.14991638970999227-0.12484504181451966j),(0.08144832564742172-0.0012905149603982184j),0.06183019217410585,0.08120435160553863,24.0,2008.0
114,(813.7221031188965-26.023999293645222j),(337.8780517578125-1.516295075416565j),(2.3540675558947037-0.2825584898300978j),(0.15481911460570827-0.1250983364035355j),(0.08576423198753612-0.0017385581199527167j),0.06313290641362876,0.0837217579093773,24.0,2008.0
116,(814.5170542399088-26.418394843737286j),(336.99510288238525-0.8917107482751211j),(2.3627429477541044-0.28113812372640484j),(0.15207200309783003-0.12630213674726498j),(0.08347868130429294-0.0011774248422068531j),0.06282694657880761,0.0834715784465108,24.0,2008.0
118,(813.8195495605469-26.33743377526601j),(337.9108606974284-1.0006829003492992j),(2.3480807634883263-0.2834593526540245j),(0.15363067696148278-0.12367716519066434j),(0.08466530914390184-0.0014805016680931983j),0.06336352421336121,0.0837975537463188,24.0,2008.0
120,(815.1845588684082-26.521378477414448j),(336.55766010284424-0.8192208409309387j),(2.3629726900747903-0.2805339476555173j),(0.15140939794024613-0.12611424286528947j),(0.08512803122486816-0.0008726848672724023j),0.06349817571333986,0.08385488671663242,24.0,2008.0
122,(813.833911895752-25.926559527715046j),(338.10774914423627-1.7279594242572784j),(2.3504894508689738-0.2733965804089334j),(0.1541062794526192-0.12472141701104307j),(0.08520721608281188-0.0019237841602939506j),0.06264078681571249,0.08299028292337617,24.0,2008.0
124,(813.6132698059082-26.847334663073223j),(338.2839984893799-0.8354825178782145j),(2.346893886271642-0.2865471593734548j),(0.15140824100649597-0.12447643316374364j),(0.08390366649764529-0.0011252468110093672j),0.06094513993614851,0.082015904986437,24.0,2008.0
126,(814.1488889058431-26.449167013168335j),(337.26039902369183-1.3092116316159566j),(2.357564086486013-0.2817080313059403j),(0.1567757354798821-0.12390978364457532j),(0.08575640368926966-0.0014624611850644978j),0.06395085325023771,0.0832684036551876,24.0,2008.0
128,(814.718552907308-26.09047516187032j),(336.6407693227132-1.5063500503698986j),(2.3630876398898386-0.2820356508134924j),(0.15099947150788678-0.1249526612995991j),(0.08303076893602272-0.001934490226840963j),0.0639175801612165,0.08216571708748939,24.0,2008.0
